canonical_institution,sector,paper_count,oral_count,award_count,public_total_votes,votes_per_paper,visits_last_7_days,unique_partner_count,collaboration_pagerank,top_topic_groups,top_themes,top_clusters,top_partners
Yonsei University,Academia,34,0,0,480,14.12,211,26,0.00053722,Deep Learning (18); General Machine Learning (5); Applications (5); Social Aspects (3); Reinforcement Learning (2),"Memorization, evaluation, and generalization (20); LLM reasoning and test-time compute (17); Systems, efficiency, and compression (15); Agents, tools, and computer use (14); Safety, alignment, governance, and risk (12)",12: tuning / fine tuning / fine / lora (5); 11: agent / agents / multi agent / multi (4); 4: visual / multimodal / reasoning / vision (3),"KAIST (3); Ewha Women's University (2); KRAFTON & Ludo Robotics (2); Stanford University (2); Purdue University (2); University of Illinois Urbana-Champaign (1); Yonsei University, Seoul (1); Upstage (1)"
University of Wisconsin - Madison,Academia,33,2,0,658,19.94,264,106,0.00175737,Deep Learning (15); General Machine Learning (7); Applications (4); Theory (2); Unknown (2),"Theory, optimization, and sampling (16); LLM reasoning and test-time compute (15); Agents, tools, and computer use (13); Memorization, evaluation, and generalization (13); Systems, efficiency, and compression (12)",17: representation / machine learning / machine / general (5); 20: code / anonymous / 4open science / 4open (3); 4: visual / multimodal / reasoning / vision (3),"University of Wisconsin-Madison (8); Nanyang Technological University (5); Department of Computer Science, University of Wisconsin - Madison (5); University of Wisconsin, Madison (5); University of Washington (4); Peking University (4); Sichuan University (4); Great Bay University (3)"
Monash University,Academia,33,1,0,162,4.91,62,105,0.00162384,Deep Learning (11); Applications (7); Social Aspects (5); Unknown (4); General Machine Learning (4),"Safety, alignment, governance, and risk (17); Memorization, evaluation, and generalization (14); Multimodal, vision-language, and video (13); Theory, optimization, and sampling (13); LLM reasoning and test-time compute (12)",17: representation / machine learning / machine / general (4); 0: video / video generation / videos / temporal (3); 2: attacks / attack / safety / adversarial (3),Fudan University (4); University of Hong Kong (4); The Chinese University of Hong Kong (3); University of Chinese Academy of Sciences (3); Singapore Management University (3); Hanoi University of Science and Technology (3); University College London (3); Deakin University (3)
Beijing Jiaotong University,Academia,33,0,0,286,8.67,71,73,0.00129437,Applications (11); Deep Learning (10); General Machine Learning (5); Unknown (4); Reinforcement Learning (1),"Memorization, evaluation, and generalization (23); Agents, tools, and computer use (17); Multimodal, vision-language, and video (16); Safety, alignment, governance, and risk (15); Theory, optimization, and sampling (11)",25: cross / semantic / label / extensive (7); 4: visual / multimodal / reasoning / vision (5); 5: graph / graph neural / networks / neural networks (3),Tsinghua University (7); Tianjin University (5); Chinese Academy of Sciences (4); Nanyang Technological University (4); Peking University (4); National University of Singapore (3); Hebei University of Technology (3); Hebut (3)
Beijing University of Post and Telecommunications,Academia,32,2,0,320,10.0,144,90,0.00141608,Deep Learning (15); Applications (8); Unknown (4); General Machine Learning (3); Social Aspects (1),"Memorization, evaluation, and generalization (20); Agents, tools, and computer use (19); LLM reasoning and test-time compute (18); Systems, efficiency, and compression (15); Multimodal, vision-language, and video (10)",11: agent / agents / multi agent / multi (5); 4: visual / multimodal / reasoning / vision (4); 21: quantization / kv / memory / cache (3),Beijing University of Posts and Telecommunications (18); Tsinghua University (6); Alibaba (5); ByteDance (3); Peking University (3); Beijing University of Post and Telecommunication (3); Fudan University (3); Nanyang Technological University (3)
McGill University,Academia,32,0,0,158,4.94,78,75,0.0013775,Reinforcement Learning (9); Applications (6); Deep Learning (5); Social Aspects (5); Unknown (3),"Memorization, evaluation, and generalization (17); Safety, alignment, governance, and risk (14); RL for LLMs and verifiable rewards (13); Agents, tools, and computer use (13); Theory, optimization, and sampling (12)",7: reinforcement learning / reinforcement / policy / rl (9); 17: representation / machine learning / machine / general (3); 5: graph / graph neural / networks / neural networks (2),Mila (12); Meta (4); Google DeepMind (4); Peking University (3); MBZUAI (3); Université de Montréal (3); Huawei (2); Mohamed bin Zayed University of Artificial Intelligence (2)
University of British Columbia,Academia,32,0,0,206,6.44,101,93,0.00126243,Deep Learning (9); Applications (5); Social Aspects (4); Unknown (4); General Machine Learning (3),"Theory, optimization, and sampling (15); Memorization, evaluation, and generalization (14); Safety, alignment, governance, and risk (14); LLM reasoning and test-time compute (13); RL for LLMs and verifiable rewards (11)",1: language / language models / llms / large language (5); 6: reasoning / reinforcement / rl / reinforcement learning (4); 3: diffusion / generative / diffusion models / generative models (4),"Duke (3); Duke University (3); Google (2); The University of British Columbia (2); Department of Computer Science, Duke University (2); University of Illinois Urbana-Champaign (2); University of Oxford (2); Shanghai AI Laboratory (2)"
University of Amsterdam,Academia,30,1,0,234,7.8,120,112,0.00166522,Deep Learning (16); General Machine Learning (4); Applications (4); Social Aspects (2); Probabilistic Methods (2),"LLM reasoning and test-time compute (15); Memorization, evaluation, and generalization (13); Safety, alignment, governance, and risk (13); Theory, optimization, and sampling (12); Systems, efficiency, and compression (11)",17: representation / machine learning / machine / general (6); 1: language / language models / llms / large language (4); 3: diffusion / generative / diffusion models / generative models (3),MIT (5); University of Oxford (4); Johns Hopkins University (4); UC Berkeley (3); University of Amsterdam & Qualcomm (3); Yale University (2); University of Helsinki (2); Google DeepMind (2)
Northwest Polytechnical University Xi'an,Academia,30,1,0,198,6.6,81,59,0.00109233,Applications (18); Deep Learning (8); General Machine Learning (2); Social Aspects (1); Unknown (1),"Multimodal, vision-language, and video (20); Memorization, evaluation, and generalization (20); Safety, alignment, governance, and risk (12); Agents, tools, and computer use (11); LLM reasoning and test-time compute (11)",25: cross / semantic / label / extensive (6); 10: 3d / vision / applications computer / computer vision (5); 4: visual / multimodal / reasoning / vision (4),Northwestern Polytechnical University (12); Northwest Polytechnical University (7); Shanghai AI Laboratory (6); University of Hong Kong (5); Shanghai Jiao Tong University (5); Fudan University (4); Peking University (4); The Chinese University of Hong Kong (4)
Anthropic,Industry,29,2,1,1064,36.69,709,75,0.00127409,Deep Learning (14); Unknown (7); Social Aspects (6); Applications (2),"Safety, alignment, governance, and risk (19); Memorization, evaluation, and generalization (14); LLM reasoning and test-time compute (13); RL for LLMs and verifiable rewards (12); Systems, efficiency, and compression (10)",23: interpretability / accountability / transparency / transparency interpretability (4); 21: quantization / kv / memory / cache (3); 1: language / language models / llms / large language (3),MIT (5); Google DeepMind (4); University of Oxford (3); Meta (3); Salesforce (3); Amazon (2); Emory University (2); Hong Kong University of Science and Technology (2)
University of Virginia,Academia,29,0,0,301,10.38,65,40,0.0007874,Deep Learning (8); Reinforcement Learning (5); Applications (4); Theory (4); Social Aspects (4),"LLM reasoning and test-time compute (19); RL for LLMs and verifiable rewards (15); Memorization, evaluation, and generalization (13); Theory, optimization, and sampling (13); Safety, alignment, governance, and risk (12)",7: reinforcement learning / reinforcement / policy / rl (4); 11: agent / agents / multi agent / multi (3); 13: scaling / test time / test / time (3),"University of Virginia, Charlottesville (15); California Institute of Technology (3); IST Austria (2); Stanford University (2); UC Berkeley (2); Carnegie Mellon University (2); Dexcom (1); Virginia Commonwealth University (1)"
Technische Universität München,Other / unknown,28,3,0,146,5.21,103,60,0.00104603,Deep Learning (8); Applications (7); Unknown (6); General Machine Learning (5); Theory (1),"Memorization, evaluation, and generalization (14); Theory, optimization, and sampling (13); Safety, alignment, governance, and risk (12); Agents, tools, and computer use (10); LLM reasoning and test-time compute (9)",17: representation / machine learning / machine / general (4); 3: diffusion / generative / diffusion models / generative models (3); 1: language / language models / llms / large language (2),Technical University of Munich (13); Stanford University (4); National University of Singapore (4); Technical University Munich (3); TU Munich (2); University of Chinese Academy of Sciences (2); Imperial College London (2); ETH Zurich (2)
University of Melbourne,Academia,28,1,0,58,2.07,32,54,0.00094305,Deep Learning (8); General Machine Learning (7); Social Aspects (5); Applications (3); Probabilistic Methods (3),"Safety, alignment, governance, and risk (16); Theory, optimization, and sampling (15); Memorization, evaluation, and generalization (13); Systems, efficiency, and compression (11); Agents, tools, and computer use (11)",17: representation / machine learning / machine / general (6); 18: time series / series / time / forecasting (4); 25: cross / semantic / label / extensive (3),"The University of Melbourne (9); University of Sydney (4); Adelaide University (3); Carnegie Mellon University (2); The University of Sydney (2); Australian National University (2); Tsinghua University (2); Defence Science and Technology Group, Australia (2)"
